id_siniestro,id_poliza,id_asegurado,ramo,cobertura,ciudad,id_proveedor,beneficiario,fecha_inicio_poliza,fecha_fin_poliza,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,suma_asegurada,descripcion,documentos_completos,documentos_inconsistentes,historial_siniestros_asegurado,etiqueta_fraude_simulada,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,id_vehiculo,placa_hash,marca,modelo,anio,tipo_evento,tipo_impacto,tercero_identificado,reporte_policial,hay_testigos,ocurrio_noche,ocurrio_fin_semana,zona_alta_siniestralidad,historial_siniestros_vehiculo,taller,conductor_recurrente,monto_pagado,estado,sucursal,chasis_hash,motor_hash,supplier_ruc,supplier_risk_signal_score,supplier_risk_band,lista_restrictiva_sercop,provincia,canton,data_source_lineage
SIN-000495,POL-01655,ASEG-004810,salud,atencion_medica,Cuenca,PROV-119173386600,PROV-RUC-1191733866001,2020-11-15,2021-11-28,2021-01-03,2021-01-03,1088.53,866.28,1039.54,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Cuenca.,Sí,False,3,1,49,329,0,,,,,,,posterior,True,False,True,False,False,True,0,,True,538.8,Cierre Sin Consecuencia,Cuenca,,,1191733866001,36.0,amarillo,True,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-000496,POL-03688,ASEG-005154,hogar,incendio,Manta,PROV-119174671200,PROV-RUC-1191746712001,2024-08-13,2025-02-05,2024-08-29,2024-09-07,9655.12,9731.41,11677.69,Reporte de robo tardío con inconsistencias en factura y denuncia en Manta.,No,True,2,1,16,160,9,,,,,,,posterior,True,False,True,False,False,True,0,,True,5319.38,Pago Parcial,Manta,,,1191746712001,18.0,verde,True,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-000497,POL-04661,ASEG-011060,vehiculos,choque,Guayaquil,PROV-110199455400,PROV-RUC-1101994554001,2019-02-20,2019-11-22,2019-05-15,2019-05-23,6575.96,6469.53,7763.44,Narrativa similar a otros reclamos del mismo proveedor.,Sí,False,0,0,84,191,8,ASEG-011060,000497,Toyota,Hilux,2022.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-1101994554001,False,5723.59,Pago Total,Guayaquil,N-000497,SIN-00,1101994554001,18.0,verde,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000498,POL-03095,ASEG-010108,vida,fallecimiento,Quito,PROV-171486071300,PROV-RUC-1714860713001,2026-08-11,2027-01-26,2026-09-08,2026-09-15,34187.22,31407.0,37688.4,Reclamo recurrente con narrativa similar y proveedor observado en Quito.,Sí,False,0,0,28,140,7,,,,,,,posterior,True,False,True,False,False,True,0,,False,4909.26,Pago Parcial,Quito,,,1714860713001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000499,POL-02928,ASEG-006750,vehiculos,robo,Guayaquil,PROV-092519571100,PROV-RUC-0925195711001,2018-07-02,2019-03-10,2019-04-26,2019-04-28,17352.41,14921.74,17906.09,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Guayaquil.,Sí,False,1,0,298,-47,2,ASEG-006750,000499,Hyundai,Accent,2015.0,robo,posterior,True,True,True,False,False,True,1,PROV-RUC-0925195711001,False,12079.95,Liquidado,Guayaquil,N-000499,SIN-00,925195711001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000500,POL-02672,ASEG-000613,vehiculos,choque,Quito,PROV-069176243200,PROV-RUC-0691762432001,2021-03-16,2021-08-17,2021-08-19,2021-08-19,3460.22,3540.21,4248.25,Reporte de robo tardío con inconsistencias en factura y denuncia en Quito.,No,True,0,1,156,-2,0,ASEG-000613,000500,Renault,Logan,2016.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-0691762432001,False,231.88,Pago Total,Quito,N-000500,SIN-00,691762432001,18.0,verde,False,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000501,POL-04001,ASEG-001640,generales,danio,Cuenca,PROV-171486071300,PROV-RUC-1714860713001,2022-11-30,2023-08-09,2023-09-27,2023-09-27,715.23,593.63,1000.0,Sin señales relevantes de riesgo.,Sí,False,2,0,301,-49,0,,,,,,,posterior,True,False,True,False,False,True,0,,False,413.14,Cierre Sin Consecuencia,Cuenca,,,1714860713001,18.0,verde,True,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-000502,POL-05206,ASEG-001235,hogar,incendio,Manta,PROV-171730636700,PROV-RUC-1717306367001,2022-05-08,2023-02-11,2022-10-08,2022-10-12,5862.45,5570.6,6684.72,Señales moderadas; revisar documentación de inspección.,Sí,False,1,0,153,126,4,,,,,,,posterior,True,False,True,False,False,True,0,,False,928.21,Liquidado,Manta,,,1717306367001,18.0,verde,True,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-000503,POL-04351,ASEG-007787,vehiculos,choque,Guayaquil,PROV-060279244200,PROV-RUC-0602792442001,2021-11-05,2022-10-25,2021-12-22,2022-01-15,6202.84,5400.24,6480.29,Reclamo recurrente con narrativa similar y proveedor observado en Guayaquil.,No,True,1,1,47,307,24,ASEG-007787,000503,Renault,Logan,2015.0,choque,posterior,True,False,True,False,False,True,1,PROV-RUC-0602792442001,False,1219.84,Pago Parcial,Guayaquil,N-000503,SIN-00,602792442001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000504,POL-04222,ASEG-007426,vida,fallecimiento,Quito,PROV-179198629600,PROV-RUC-1791986296001,2025-11-13,2026-06-03,2026-04-22,2026-04-24,50244.33,42203.87,50644.64,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Quito.,Sí,False,0,0,160,42,2,,,,,,,posterior,True,False,True,False,False,True,0,,False,28000.44,Liquidado,Quito,,,1791986296001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000505,POL-05034,ASEG-007107,vehiculos,robo,Guayaquil,PROV-059174461500,PROV-RUC-0591744615001,2018-04-14,2020-03-13,2019-03-18,2019-03-18,14970.4,12065.57,14478.68,Reporte de robo tardío con inconsistencias en factura y denuncia en Guayaquil.,Sí,False,1,0,338,361,0,ASEG-007107,000505,Toyota,Corolla,2011.0,robo,posterior,True,True,True,False,False,True,1,PROV-RUC-0591744615001,False,6023.18,Liquidado,Guayaquil,N-000505,SIN-00,591744615001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000506,POL-00528,ASEG-010387,vehiculos,choque,Quito,PROV-171136224200,PROV-RUC-1711362242001,2024-06-09,2025-04-20,2024-11-09,2024-11-09,4514.17,3711.15,4453.38,Reclamo recurrente con narrativa similar y proveedor observado en Quito.,Sí,False,2,0,153,162,0,ASEG-010387,000506,Hyundai,Accent,2012.0,choque,posterior,True,False,True,False,False,True,2,PROV-RUC-1711362242001,True,2770.13,Liquidado,Quito,N-000506,SIN-00,1711362242001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000507,POL-03803,ASEG-007953,salud,atencion_medica,Cuenca,PROV-179257379300,PROV-RUC-1792573793001,2021-06-05,2022-03-01,2021-12-29,2022-01-06,637.53,527.2,1000.0,Sin señales relevantes de riesgo.,Sí,False,1,0,207,62,8,,,,,,,posterior,True,False,True,False,False,True,0,,False,316.97,Cierre Sin Consecuencia,Cuenca,,,1792573793001,18.0,verde,True,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-000508,POL-01442,ASEG-010557,hogar,incendio,Manta,PROV-210041219200,PROV-RUC-2100412192001,2023-05-16,2024-09-03,2023-09-25,2023-10-02,9442.8,7533.54,9040.25,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Manta.,Sí,False,0,0,132,344,7,,,,,,,posterior,True,False,True,False,False,True,0,,False,1027.81,Liquidado,Manta,,,2100412192001,18.0,verde,True,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-000509,POL-05933,ASEG-002303,vehiculos,choque,Guayaquil,PROV-110394579400,PROV-RUC-1103945794001,2019-02-19,2019-08-18,2019-03-23,2019-04-09,5914.12,4992.53,5991.04,Reporte de robo tardío con inconsistencias en factura y denuncia en Guayaquil.,Sí,False,2,1,32,148,17,ASEG-002303,000509,Hyundai,Accent,2010.0,choque,posterior,False,False,False,False,False,True,2,PROV-RUC-1103945794001,True,1487.67,Liquidado,Guayaquil,N-000509,SIN-00,1103945794001,18.0,verde,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000510,POL-01002,ASEG-005135,vida,fallecimiento,Quito,PROV-172695787900,PROV-RUC-1726957879001,2020-01-02,2020-11-19,2020-05-09,2020-05-09,26571.19,27498.59,32998.31,Beneficiario aparece en varios casos observados.,Sí,False,0,0,128,194,0,,,,,,,posterior,True,False,True,False,False,True,0,,False,25616.47,Liquidado,Quito,,,1726957879001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000511,POL-05732,ASEG-001851,vehiculos,robo,Guayaquil,PROV-172695787900,PROV-RUC-1726957879001,2021-04-06,2022-02-05,2021-08-24,2021-09-01,17374.66,13587.75,16305.3,Reclamo recurrente con narrativa similar y proveedor observado en Guayaquil.,Sí,False,0,0,140,165,8,ASEG-001851,000511,Toyota,Hilux,2019.0,robo,posterior,True,True,True,False,False,True,0,PROV-RUC-1726957879001,False,2909.25,Pago Parcial,Guayaquil,N-000511,SIN-00,1726957879001,18.0,verde,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000512,POL-04963,ASEG-000571,vehiculos,choque,Quito,PROV-110382122700,PROV-RUC-1103821227001,2021-04-01,2022-10-01,2021-10-06,2021-10-17,5670.0,5846.29,7015.55,"Pocas reglas activas, pero anomalía y grafo sugieren revisión.",Sí,False,0,0,188,360,11,ASEG-000571,000512,Mazda,3,2015.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-1103821227001,False,2122.19,Cierre Sin Consecuencia,Quito,N-000512,SIN-00,1103821227001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000513,POL-01937,ASEG-007249,salud,atencion_medica,Cuenca,PROV-171698975900,PROV-RUC-1716989759001,2019-03-07,2020-05-05,2019-08-12,2019-08-13,568.41,467.18,1000.0,Sin señales relevantes de riesgo.,Sí,False,2,0,158,267,1,,,,,,,posterior,True,False,True,False,False,True,0,,True,258.22,Pago Total,Cuenca,,,1716989759001,18.0,verde,True,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-000514,POL-03596,ASEG-010345,hogar,incendio,Manta,PROV-110059718400,PROV-RUC-1100597184001,2023-01-29,2023-08-29,2023-05-29,2023-06-01,13230.0,11116.73,13340.08,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Manta.,Sí,False,0,0,120,92,3,,,,,,,posterior,True,False,True,False,False,True,0,,False,10408.84,Liquidado,Manta,,,1100597184001,36.0,amarillo,True,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-000515,POL-05722,ASEG-004276,vehiculos,choque,Guayaquil,PROV-099281284200,PROV-RUC-0992812842001,2018-10-20,2019-09-06,2019-05-19,2019-05-23,5553.25,5463.49,6556.19,Narrativa similar a otros reclamos del mismo proveedor.,Sí,False,0,0,211,110,4,ASEG-004276,000515,Nissan,Sentra,2016.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-0992812842001,False,2686.35,Pago Parcial,Guayaquil,N-000515,SIN-00,992812842001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000516,POL-01115,ASEG-000051,vida,fallecimiento,Quito,PROV-099314538600,PROV-RUC-0993145386001,2024-03-30,2025-03-27,2025-02-21,2025-02-21,44165.9,33486.82,40184.18,Reporte de robo tardío con inconsistencias en factura y denuncia en Quito.,Sí,False,0,0,328,34,0,,,,,,,posterior,True,False,True,False,False,True,0,,False,1744.62,Liquidado,Quito,,,993145386001,18.0,verde,False,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000517,POL-03699,ASEG-007838,vehiculos,robo,Guayaquil,PROV-092445812800,PROV-RUC-0924458128001,2024-07-19,2026-05-12,2025-06-16,2025-06-24,19678.42,17807.19,21368.63,Reclamo recurrente con narrativa similar y proveedor observado en Guayaquil.,Sí,False,2,1,332,330,8,ASEG-007838,000517,Renault,Logan,2011.0,robo,posterior,True,True,True,False,False,True,2,PROV-RUC-0924458128001,True,17267.0,Reserva,Guayaquil,N-000517,SIN-00,924458128001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000518,POL-04673,ASEG-003678,vehiculos,choque,Quito,PROV-070504768600,PROV-RUC-0705047686001,2026-03-12,2026-10-19,2026-09-16,2026-09-26,3513.43,2932.1,3518.52,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Quito.,Sí,False,0,0,188,33,10,ASEG-003678,000518,Mazda,3,2024.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-0705047686001,False,247.47,Liquidado,Quito,N-000518,SIN-00,705047686001,18.0,verde,False,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000519,POL-02132,ASEG-002446,salud,atencion_medica,Cuenca,PROV-180443892500,PROV-RUC-1804438925001,2024-12-26,2025-06-19,2025-04-06,2025-04-06,670.62,685.41,1000.0,Sin señales relevantes de riesgo.,Sí,False,0,0,101,74,0,,,,,,,posterior,True,False,True,False,False,True,0,,False,667.68,Liquidado,Cuenca,,,1804438925001,18.0,verde,True,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-000520,POL-05846,ASEG-003329,hogar,incendio,Manta,PROV-180444784300,PROV-RUC-1804447843001,2020-04-09,2021-11-25,2020-11-27,2020-11-28,10818.61,10446.18,12535.42,Reporte de robo tardío con inconsistencias en factura y denuncia en Manta.,No,True,0,0,232,363,1,,,,,,,posterior,True,False,False,False,False,True,0,,False,4545.75,Pago Parcial,Manta,,,1804447843001,18.0,verde,True,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-000521,POL-02378,ASEG-004290,generales,danio,Guayaquil,PROV-089004597900,PROV-RUC-0890045979001,2024-02-24,2025-05-25,2024-07-17,2024-07-17,5904.65,4794.47,5753.36,Reclamo recurrente con narrativa similar y proveedor observado en Guayaquil.,Sí,False,0,0,144,312,0,,,Kia,Rio,2014.0,choque,posterior,True,False,True,False,False,True,0,,False,1033.53,Liquidado,Guayaquil,N-000521,SIN-00,890045979001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000522,POL-01739,ASEG-011688,vida,fallecimiento,Quito,PROV-170972199500,PROV-RUC-1709721995001,2021-08-07,2022-01-27,2021-10-14,2021-10-14,34734.35,30824.97,36989.96,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Quito.,Sí,False,2,0,68,105,0,,,,,,,posterior,True,False,True,False,False,True,0,,True,318.12,Pago Parcial,Quito,,,1709721995001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000523,POL-06130,ASEG-000746,vehiculos,robo,Guayaquil,PROV-172695787900,PROV-RUC-1726957879001,2021-03-19,2022-03-16,2021-11-15,2021-11-26,20801.15,15926.06,19111.27,Reporte de robo tardío con inconsistencias en factura y denuncia en Guayaquil.,Sí,False,4,1,241,121,11,ASEG-000746,000523,Toyota,Corolla,2021.0,robo,posterior,False,True,False,False,False,True,4,PROV-RUC-1726957879001,True,14828.19,Reserva,Guayaquil,N-000523,SIN-00,1726957879001,18.0,verde,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000524,POL-04127,ASEG-008075,vehiculos,choque,Quito,PROV-070458126300,PROV-RUC-0704581263001,2025-03-02,2025-11-04,2025-12-13,2025-12-17,2334.02,2220.54,2664.65,"Pocas reglas activas, pero anomalía y grafo sugieren revisión.",Sí,False,3,1,286,-39,4,ASEG-008075,000524,Mazda,3,2010.0,choque,posterior,True,False,True,False,False,True,3,PROV-RUC-0704581263001,True,293.64,Pago Parcial,Quito,N-000524,SIN-00,704581263001,18.0,verde,False,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000525,POL-02318,ASEG-004313,salud,atencion_medica,Cuenca,PROV-029151828100,PROV-RUC-0291518281001,2022-05-19,2023-02-03,2022-07-23,2022-07-26,687.91,569.67,1000.0,Sin señales relevantes de riesgo.,Sí,False,3,0,65,195,3,,,,,,,posterior,True,False,True,False,False,True,0,,True,178.46,Cierre Sin Consecuencia,Cuenca,,,291518281001,18.0,verde,False,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-000526,POL-05386,ASEG-010431,hogar,incendio,Manta,PROV-179219205600,PROV-RUC-1792192056001,2021-04-09,2022-11-12,2021-12-16,2021-12-16,7506.48,6001.39,7201.67,Reclamo recurrente con narrativa similar y proveedor observado en Manta.,Sí,False,1,0,251,331,0,,,,,,,posterior,True,False,True,False,False,True,0,,False,4422.24,Reserva,Manta,,,1792192056001,18.0,verde,True,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-000527,POL-05809,ASEG-009190,vehiculos,choque,Guayaquil,PROV-059175573000,PROV-RUC-0591755730001,2019-01-01,2019-08-11,2019-08-12,2019-08-17,5400.81,4472.23,5366.68,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Guayaquil.,Sí,False,4,1,223,-1,5,ASEG-009190,000527,Renault,Logan,2024.0,choque,posterior,True,False,True,False,False,True,4,PROV-RUC-0591755730001,True,3157.23,Pago Total,Guayaquil,N-000527,SIN-00,591755730001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000528,POL-02235,ASEG-009229,vida,fallecimiento,Quito,PROV-109177043800,PROV-RUC-1091770438001,2019-11-12,2020-05-07,2020-04-05,2020-04-09,56261.52,44283.23,53139.88,Reporte de robo tardío con inconsistencias en factura y denuncia en Quito.,Sí,False,0,0,145,32,4,,,,,,,posterior,True,False,True,False,False,True,0,,False,4143.93,Liquidado,Quito,,,1091770438001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000529,POL-01000,ASEG-006459,vehiculos,robo,Guayaquil,PROV-060279244200,PROV-RUC-0602792442001,2018-05-07,2019-10-30,2019-01-17,2019-01-17,17638.57,15432.44,18518.93,Reclamo recurrente con narrativa similar y proveedor observado en Guayaquil.,Sí,False,2,0,255,286,0,ASEG-006459,000529,Renault,Logan,2020.0,robo,posterior,True,True,True,False,False,True,2,PROV-RUC-0602792442001,True,1185.76,Reserva,Guayaquil,N-000529,SIN-00,602792442001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000530,POL-00360,ASEG-010751,vehiculos,choque,Quito,PROV-179234868400,PROV-RUC-1792348684001,2019-11-05,2020-12-07,2020-09-21,2020-09-28,5209.27,5012.94,6015.53,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Quito.,No,True,1,0,321,77,7,ASEG-010751,000530,Kia,Rio,2015.0,choque,posterior,True,False,True,False,False,True,1,PROV-RUC-1792348684001,False,2405.48,Cierre Sin Consecuencia,Quito,N-000530,SIN-00,1792348684001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000531,POL-06094,ASEG-001159,salud,atencion_medica,Cuenca,PROV-180443892500,PROV-RUC-1804438925001,2022-06-18,2022-10-10,2022-08-23,2022-09-20,626.13,639.94,1000.0,Sin señales relevantes de riesgo.,Sí,False,2,0,66,48,28,,,,,,,posterior,True,False,True,False,False,True,0,,True,510.05,Cierre Sin Consecuencia,Cuenca,,,1804438925001,18.0,verde,True,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-000532,POL-03183,ASEG-006593,hogar,incendio,Manta,PROV-180443892500,PROV-RUC-1804438925001,2022-09-20,2023-03-28,2023-04-12,2023-04-12,11182.89,9192.6,11031.12,Reporte de robo tardío con inconsistencias en factura y denuncia en Manta.,Sí,False,1,0,204,-15,0,,,,,,,posterior,True,False,True,False,False,True,0,,False,7086.37,Pago Total,Manta,,,1804438925001,18.0,verde,True,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-000533,POL-01638,ASEG-008022,vehiculos,choque,Guayaquil,PROV-171425512000,PROV-RUC-1714255120001,2025-11-26,2027-02-17,2026-05-03,2026-05-10,5878.59,5821.74,6986.09,Narrativa similar a otros reclamos del mismo proveedor.,Sí,False,0,0,158,290,7,ASEG-008022,000533,Mazda,3,2011.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-1714255120001,False,4284.16,Pago Total,Guayaquil,N-000533,SIN-00,1714255120001,18.0,verde,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000534,POL-00762,ASEG-000663,vida,fallecimiento,Quito,PROV-179284871700,PROV-RUC-1792848717001,2023-10-30,2025-01-14,2024-05-05,2024-05-06,43446.68,33760.97,40513.16,Reclamo recurrente con narrativa similar y proveedor observado en Quito.,Sí,False,3,1,188,254,1,,,,,,,posterior,True,False,True,False,False,True,0,,True,14265.24,Pago Parcial,Quito,,,1792848717001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000535,POL-01218,ASEG-002094,vehiculos,robo,Guayaquil,PROV-171730636700,PROV-RUC-1717306367001,2025-07-12,2026-03-19,2026-04-06,2026-04-09,16324.39,14669.04,17602.85,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Guayaquil.,Sí,False,0,0,268,-18,3,ASEG-002094,000535,Nissan,Sentra,2019.0,robo,posterior,True,True,True,False,False,True,0,PROV-RUC-1717306367001,False,9235.03,Pago Parcial,Guayaquil,N-000535,SIN-00,1717306367001,18.0,verde,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000536,POL-03807,ASEG-010828,vehiculos,choque,Quito,PROV-179234868400,PROV-RUC-1792348684001,2024-02-24,2024-11-07,2024-11-12,2024-11-23,3123.35,2858.8,3430.56,Reporte de robo tardío con inconsistencias en factura y denuncia en Quito.,Sí,False,1,1,262,-5,11,ASEG-010828,000536,Nissan,Sentra,2020.0,choque,posterior,True,False,True,False,False,True,1,PROV-RUC-1792348684001,False,2622.38,Cierre Sin Consecuencia,Quito,N-000536,SIN-00,1792348684001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000537,POL-05771,ASEG-004877,salud,atencion_medica,Cuenca,PROV-170250640100,PROV-RUC-1702506401001,2020-11-30,2022-04-28,2021-11-03,2021-11-03,1094.89,1073.64,1288.37,Reclamo recurrente con narrativa similar y proveedor observado en Cuenca.,No,True,1,0,338,176,0,,,,,,,posterior,True,False,True,False,False,True,0,,False,17.47,Pago Total,Cuenca,,,1702506401001,18.0,verde,True,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-000538,POL-04949,ASEG-004249,hogar,incendio,Manta,PROV-170493094800,PROV-RUC-1704930948001,2023-11-04,2024-03-26,2024-02-07,2024-02-15,9908.89,9833.09,11799.71,Señales moderadas; revisar documentación de inspección.,Sí,False,0,0,95,48,8,,,,,,,posterior,True,False,True,False,False,True,0,,False,3356.37,Reserva,Manta,,,1704930948001,18.0,verde,True,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-000539,POL-05067,ASEG-010105,vehiculos,choque,Guayaquil,PROV-099335205500,PROV-RUC-0993352055001,2018-03-26,2019-08-09,2019-03-15,2019-03-22,5120.53,4104.21,4925.05,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Guayaquil.,Sí,False,3,1,354,147,7,ASEG-010105,000539,Toyota,Hilux,2021.0,choque,posterior,True,False,True,False,False,True,3,PROV-RUC-0993352055001,True,1958.2,Liquidado,Guayaquil,N-000539,SIN-00,993352055001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000540,POL-00220,ASEG-003429,vida,fallecimiento,Quito,PROV-180444784300,PROV-RUC-1804447843001,2026-06-01,2027-07-20,2026-07-28,2026-07-28,38358.05,30207.99,36249.59,Reporte de robo tardío con inconsistencias en factura y denuncia en Quito.,Sí,False,1,0,57,357,0,,,,,,,posterior,True,False,True,False,False,True,0,,False,419.16,Pago Total,Quito,,,1804447843001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000541,POL-01249,ASEG-012105,generales,danio,Guayaquil,PROV-171425512000,PROV-RUC-1714255120001,2026-03-02,2026-07-18,2026-04-15,2026-04-20,24975.0,25161.23,30193.48,Reclamo recurrente con narrativa similar y proveedor observado en Guayaquil.,No,True,1,0,44,94,5,,,Hyundai,Accent,2018.0,robo,posterior,True,True,True,False,False,True,0,,False,13551.4,Pago Parcial,Guayaquil,N-000541,SIN-00,1714255120001,18.0,verde,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000542,POL-05842,ASEG-007075,vehiculos,choque,Quito,PROV-110382122700,PROV-RUC-1103821227001,2023-12-21,2024-05-05,2024-01-16,2024-01-17,3667.14,3376.81,4052.17,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Quito.,Sí,False,0,0,26,110,1,ASEG-007075,000542,Hyundai,Accent,2020.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-1103821227001,False,2815.71,Pago Total,Quito,N-000542,SIN-00,1103821227001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000543,POL-03997,ASEG-003800,salud,atencion_medica,Cuenca,PROV-179257379300,PROV-RUC-1792573793001,2024-10-23,2026-01-16,2025-06-28,2025-06-28,749.0,627.09,1000.0,Sin señales relevantes de riesgo.,Sí,False,0,0,248,202,0,,,,,,,posterior,True,False,True,False,False,True,0,,False,305.7,Cierre Sin Consecuencia,Cuenca,,,1792573793001,18.0,verde,True,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-000544,POL-05294,ASEG-005682,hogar,incendio,Manta,PROV-179296758900,PROV-RUC-1792967589001,2018-08-18,2019-09-17,2019-03-19,2019-03-19,8142.58,6262.08,7514.5,Reporte de robo tardío con inconsistencias en factura y denuncia en Manta.,Sí,False,1,0,213,182,0,,,,,,,posterior,True,False,True,False,False,True,0,,False,5591.27,Pago Total,Manta,,,1792967589001,36.0,amarillo,True,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-000545,POL-05859,ASEG-010764,vehiculos,choque,Guayaquil,PROV-172003735500,PROV-RUC-1720037355001,2018-07-11,2019-05-18,2019-03-27,2019-04-06,6632.88,5908.38,7090.06,Reclamo recurrente con narrativa similar y proveedor observado en Guayaquil.,Sí,False,0,0,259,52,10,ASEG-010764,000545,Mazda,3,2015.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-1720037355001,False,2588.52,Pago Parcial,Guayaquil,N-000545,SIN-00,1720037355001,18.0,verde,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000546,POL-01698,ASEG-004628,vida,fallecimiento,Quito,PROV-172185642300,PROV-RUC-1721856423001,2022-09-19,2024-05-01,2023-05-18,2023-05-18,60750.0,57829.88,69395.86,Beneficiario aparece en varios casos observados.,Sí,False,0,0,241,349,0,,,,,,,posterior,True,False,True,False,False,True,0,,False,42480.94,Reserva,Quito,,,1721856423001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
