id_asegurado,segmento,antiguedad,ciudad,num_polizas,reclamos_12m,mora_actual,score_cliente_simulado
ASEG-002190,premium,3,Guayaquil,4,4,True,76
ASEG-002191,retail,1,Guayaquil,1,1,False,55
ASEG-002192,retail,3,Quito,2,2,False,66
ASEG-002193,retail,1,Guayaquil,1,1,False,55
ASEG-002194,premium,3,Guayaquil,4,4,True,76
ASEG-002195,retail,1,Manta,1,1,False,55
ASEG-002196,retail,1,Guayaquil,2,2,False,60
ASEG-002198,retail,2,Manta,1,1,False,58
ASEG-002199,retail,2,Quito,2,2,False,63
ASEG-002200,retail,3,Quito,2,2,False,66
ASEG-002201,retail,3,Quito,2,2,False,66
ASEG-002202,premium,1,Guayaquil,4,4,True,70
ASEG-002203,premium,4,Quito,4,4,True,79
ASEG-002204,retail,1,Quito,2,2,False,60
ASEG-002205,retail,2,Quito,1,1,False,58
ASEG-002207,retail,2,Quito,2,2,False,63
ASEG-002208,retail,1,Quito,1,1,False,55
ASEG-002209,premium,2,Manta,3,3,False,68
ASEG-002210,retail,3,Guayaquil,2,2,False,66
ASEG-002211,retail,3,Guayaquil,2,2,False,66
ASEG-002212,premium,3,Quito,3,3,False,71
ASEG-002213,retail,4,Manta,1,1,False,64
ASEG-002214,retail,2,Guayaquil,2,2,False,63
ASEG-002215,retail,1,Quito,1,1,False,55
ASEG-002216,premium,5,Quito,4,4,True,82
ASEG-002217,retail,2,Quito,2,2,False,63
ASEG-002218,retail,3,Quito,1,1,False,61
ASEG-002219,retail,3,Quito,2,2,False,66
ASEG-002220,retail,1,Cuenca,2,2,False,60
ASEG-002221,retail,1,Quito,1,1,False,55
ASEG-002222,premium,2,Manta,3,3,False,68
ASEG-002223,premium,3,Quito,3,3,False,71
ASEG-002224,premium,3,Cuenca,3,3,False,71
ASEG-002225,retail,2,Cuenca,1,1,False,58
ASEG-002226,retail,2,Guayaquil,2,2,False,63
ASEG-002227,premium,3,Quito,4,4,True,76
ASEG-002229,retail,4,Quito,1,1,False,64
ASEG-002230,retail,1,Cuenca,2,2,False,60
ASEG-002231,retail,4,Quito,2,2,False,69
ASEG-002232,premium,4,Guayaquil,3,3,False,74
ASEG-002233,retail,1,Guayaquil,1,1,False,55
ASEG-002234,premium,5,Quito,3,3,False,77
ASEG-002235,premium,4,Guayaquil,5,5,True,84
ASEG-002236,retail,3,Guayaquil,2,2,False,66
ASEG-002237,retail,2,Cuenca,1,1,False,58
ASEG-002238,retail,3,Quito,1,1,False,61
ASEG-002239,retail,3,Manta,2,2,False,66
ASEG-002240,retail,3,Cuenca,1,1,False,61
ASEG-002243,retail,3,Guayaquil,1,1,False,61
ASEG-002244,premium,4,Guayaquil,3,3,False,74
ASEG-002245,retail,2,Guayaquil,1,1,False,58
ASEG-002246,retail,3,Manta,2,2,False,66
ASEG-002247,retail,3,Manta,2,2,False,66
ASEG-002248,retail,4,Guayaquil,2,2,False,69
ASEG-002250,premium,3,Quito,3,3,False,71
ASEG-002252,premium,2,Quito,3,3,False,68
ASEG-002253,retail,3,Guayaquil,1,1,False,61
ASEG-002254,premium,3,Cuenca,4,4,True,76
ASEG-002255,retail,1,Cuenca,1,1,False,55
ASEG-002256,retail,1,Guayaquil,1,1,False,55
ASEG-002258,retail,2,Quito,1,1,False,58
ASEG-002259,premium,4,Guayaquil,3,3,False,74
ASEG-002260,retail,3,Guayaquil,1,1,False,61
ASEG-002261,premium,3,Guayaquil,4,4,True,76
ASEG-002262,retail,3,Guayaquil,2,2,False,66
ASEG-002264,premium,2,Quito,3,3,False,68
ASEG-002265,retail,1,Guayaquil,1,1,False,55
ASEG-002267,premium,4,Quito,3,3,False,74
ASEG-002268,retail,3,Quito,1,1,False,61
ASEG-002269,retail,3,Guayaquil,2,2,False,66
ASEG-002270,premium,6,Quito,3,3,False,80
ASEG-002271,premium,4,Manta,5,5,True,84
ASEG-002272,retail,2,Quito,2,2,False,63
ASEG-002273,retail,4,Guayaquil,2,2,False,69
ASEG-002274,premium,2,Quito,3,3,False,68
ASEG-002277,retail,2,Quito,2,2,False,63
ASEG-002278,premium,2,Guayaquil,4,4,True,73
ASEG-002279,retail,2,Cuenca,2,2,False,63
ASEG-002280,retail,3,Quito,2,2,False,66
ASEG-002281,retail,1,Guayaquil,2,2,False,60
ASEG-002282,retail,1,Manta,2,2,False,60
ASEG-002283,premium,4,Guayaquil,4,4,True,79
ASEG-002284,premium,4,Manta,4,4,True,79
ASEG-002285,retail,2,Quito,1,1,False,58
ASEG-002286,retail,3,Guayaquil,1,1,False,61
ASEG-002287,premium,2,Cuenca,3,3,False,68
ASEG-002288,premium,3,Manta,4,4,True,76
ASEG-002289,retail,1,Guayaquil,2,2,False,60
ASEG-002290,premium,3,Quito,5,5,True,81
ASEG-002292,premium,2,Quito,3,3,False,68
ASEG-002293,retail,5,Guayaquil,1,1,False,67
ASEG-002294,retail,1,Guayaquil,1,1,False,55
ASEG-002295,retail,5,Cuenca,2,2,False,72
ASEG-002296,premium,3,Quito,4,4,True,76
ASEG-002297,retail,2,Manta,1,1,False,58
ASEG-002300,premium,4,Quito,3,3,False,74
ASEG-002301,retail,2,Quito,2,2,False,63
ASEG-002302,premium,3,Cuenca,3,3,False,71
ASEG-002303,premium,3,Guayaquil,3,3,False,71
ASEG-002304,retail,3,Quito,2,2,False,66
ASEG-002306,retail,2,Quito,1,1,False,58
ASEG-002307,retail,5,Manta,1,1,False,67
ASEG-002308,premium,4,Quito,5,5,True,84
ASEG-002309,premium,2,Manta,3,3,False,68
ASEG-002310,retail,4,Manta,2,2,False,69
ASEG-002311,premium,3,Manta,4,4,True,76
ASEG-002312,corporativo,4,Guayaquil,6,6,True,89
ASEG-002314,retail,1,Manta,2,2,False,60
ASEG-002316,retail,2,Manta,1,1,False,58
ASEG-002317,retail,1,Guayaquil,2,2,False,60
ASEG-002319,retail,3,Guayaquil,2,2,False,66
ASEG-002320,retail,4,Manta,2,2,False,69
ASEG-002321,premium,2,Manta,4,4,True,73
ASEG-002322,retail,2,Manta,1,1,False,58
ASEG-002323,retail,3,Quito,1,1,False,61
ASEG-002324,retail,2,Cuenca,2,2,False,63
ASEG-002325,retail,1,Guayaquil,1,1,False,55
ASEG-002326,retail,2,Guayaquil,2,2,False,63
ASEG-002328,premium,2,Guayaquil,3,3,False,68
ASEG-002329,premium,5,Cuenca,4,4,True,82
ASEG-002330,premium,5,Guayaquil,4,4,True,82
ASEG-002331,retail,3,Manta,2,2,False,66
ASEG-002333,retail,3,Cuenca,2,2,False,66
ASEG-002334,retail,4,Manta,2,2,False,69
ASEG-002336,retail,1,Guayaquil,1,1,False,55
ASEG-002338,retail,3,Manta,1,1,False,61
ASEG-002339,premium,4,Quito,3,3,False,74
ASEG-002340,retail,2,Quito,2,2,False,63
ASEG-002341,premium,4,Quito,3,3,False,74
ASEG-002343,retail,1,Guayaquil,2,2,False,60
ASEG-002344,premium,4,Quito,3,3,False,74
ASEG-002345,retail,2,Quito,1,1,False,58
ASEG-002346,retail,4,Guayaquil,2,2,False,69
ASEG-002347,retail,2,Quito,1,1,False,58
ASEG-002348,premium,6,Quito,4,4,True,85
ASEG-002349,retail,4,Guayaquil,2,2,False,69
ASEG-002350,retail,4,Cuenca,2,2,False,69
ASEG-002351,retail,1,Quito,2,2,False,60
ASEG-002352,retail,2,Manta,2,2,False,63
ASEG-002353,premium,3,Guayaquil,3,3,False,71
ASEG-002354,premium,1,Manta,3,3,False,65
ASEG-002355,premium,4,Manta,3,3,False,74
ASEG-002356,retail,3,Manta,2,2,False,66
ASEG-002357,retail,1,Cuenca,2,2,False,60
ASEG-002358,premium,3,Quito,4,4,True,76
ASEG-002359,premium,2,Quito,3,3,False,68
ASEG-002360,premium,6,Guayaquil,3,3,False,80
ASEG-002361,premium,5,Cuenca,3,3,False,77
ASEG-002362,premium,3,Quito,5,5,True,81
ASEG-002363,retail,2,Manta,1,1,False,58
ASEG-002364,retail,1,Guayaquil,1,1,False,55
ASEG-002365,retail,4,Quito,1,1,False,64
ASEG-002368,retail,1,Cuenca,1,1,False,55
ASEG-002369,premium,4,Cuenca,3,3,False,74
ASEG-002370,retail,2,Cuenca,2,2,False,63
ASEG-002372,retail,1,Guayaquil,2,2,False,60
ASEG-002373,retail,1,Guayaquil,1,1,False,55
ASEG-002374,retail,1,Quito,2,2,False,60
ASEG-002375,premium,2,Quito,3,3,False,68
ASEG-002376,retail,1,Guayaquil,1,1,False,55
ASEG-002377,premium,1,Cuenca,3,3,False,65
ASEG-002379,retail,1,Guayaquil,1,1,False,55
ASEG-002380,premium,4,Cuenca,3,3,False,74
ASEG-002381,retail,1,Guayaquil,2,2,False,60
ASEG-002382,retail,2,Guayaquil,2,2,False,63
ASEG-002383,retail,1,Manta,1,1,False,55
ASEG-002384,premium,4,Cuenca,3,3,False,74
ASEG-002385,premium,3,Cuenca,4,4,True,76
ASEG-002386,retail,3,Quito,2,2,False,66
ASEG-002388,retail,2,Manta,1,1,False,58
ASEG-002390,retail,3,Manta,2,2,False,66
ASEG-002391,premium,5,Quito,3,3,False,77
ASEG-002392,premium,2,Guayaquil,4,4,True,73
ASEG-002393,retail,1,Guayaquil,1,1,False,55
ASEG-002394,retail,2,Guayaquil,2,2,False,63
ASEG-002395,retail,3,Guayaquil,2,2,False,66
ASEG-002396,retail,2,Quito,1,1,False,58
ASEG-002397,premium,4,Guayaquil,3,3,False,74
ASEG-002398,retail,3,Guayaquil,1,1,False,61
ASEG-002399,premium,4,Guayaquil,4,4,True,79
ASEG-002400,premium,4,Guayaquil,3,3,False,74
ASEG-002401,retail,1,Guayaquil,2,2,False,60
ASEG-002402,retail,3,Guayaquil,2,2,False,66
ASEG-002403,retail,4,Cuenca,2,2,False,69
ASEG-002404,premium,3,Guayaquil,3,3,False,71
ASEG-002405,retail,1,Guayaquil,1,1,False,55
ASEG-002406,premium,2,Quito,4,4,True,73
ASEG-002409,retail,1,Cuenca,1,1,False,55
ASEG-002410,premium,5,Guayaquil,4,4,True,82
ASEG-002411,retail,1,Manta,2,2,False,60
ASEG-002412,premium,3,Quito,4,4,True,76
ASEG-002413,retail,2,Cuenca,1,1,False,58
ASEG-002415,retail,1,Guayaquil,1,1,False,55
ASEG-002416,retail,3,Quito,2,2,False,66
ASEG-002417,retail,1,Quito,1,1,False,55
ASEG-002418,retail,1,Manta,1,1,False,55
ASEG-002419,retail,2,Guayaquil,1,1,False,58
ASEG-002421,retail,3,Manta,2,2,False,66
ASEG-002423,premium,4,Manta,4,4,True,79
ASEG-002424,retail,1,Quito,2,2,False,60
ASEG-002425,premium,3,Cuenca,3,3,False,71
ASEG-002426,retail,2,Guayaquil,1,1,False,58
ASEG-002427,retail,1,Cuenca,1,1,False,55
ASEG-002428,retail,1,Guayaquil,2,2,False,60
ASEG-002430,retail,2,Cuenca,1,1,False,58
ASEG-002431,retail,1,Manta,1,1,False,55
ASEG-002432,retail,2,Quito,2,2,False,63
ASEG-002433,premium,1,Guayaquil,3,3,False,65
ASEG-002434,retail,3,Quito,2,2,False,66
ASEG-002435,premium,3,Cuenca,3,3,False,71
ASEG-002436,retail,2,Guayaquil,1,1,False,58
ASEG-002437,retail,1,Manta,1,1,False,55
ASEG-002438,retail,2,Manta,2,2,False,63
ASEG-002440,retail,1,Quito,2,2,False,60
ASEG-002441,corporativo,5,Quito,6,6,True,92
ASEG-002442,premium,4,Guayaquil,3,3,False,74
ASEG-002443,retail,1,Quito,1,1,False,55
ASEG-002444,premium,3,Manta,4,4,True,76
ASEG-002445,retail,2,Quito,2,2,False,63
ASEG-002446,premium,1,Cuenca,4,4,True,70
ASEG-002447,premium,2,Manta,3,3,False,68
ASEG-002449,retail,2,Quito,1,1,False,58
ASEG-002451,retail,4,Cuenca,2,2,False,69
ASEG-002453,premium,3,Cuenca,4,4,True,76
ASEG-002454,retail,3,Quito,2,2,False,66
ASEG-002455,retail,3,Quito,2,2,False,66
ASEG-002456,retail,4,Guayaquil,2,2,False,69
ASEG-002457,premium,2,Guayaquil,5,5,True,78
ASEG-002458,premium,4,Guayaquil,3,3,False,74
ASEG-002459,retail,4,Guayaquil,2,2,False,69
ASEG-002460,retail,3,Quito,1,1,False,61
ASEG-002461,premium,2,Guayaquil,4,4,True,73
ASEG-002463,retail,1,Manta,1,1,False,55
ASEG-002464,retail,1,Manta,1,1,False,55
ASEG-002465,retail,1,Quito,1,1,False,55
ASEG-002466,retail,3,Guayaquil,2,2,False,66
ASEG-002467,retail,1,Quito,2,2,False,60
ASEG-002468,premium,3,Guayaquil,5,5,True,81
ASEG-002469,retail,3,Manta,1,1,False,61
ASEG-002470,premium,4,Quito,3,3,False,74
ASEG-002471,retail,1,Guayaquil,1,1,False,55
ASEG-002472,retail,2,Guayaquil,2,2,False,63
ASEG-002473,retail,2,Manta,1,1,False,58
ASEG-002474,retail,1,Guayaquil,2,2,False,60
ASEG-002476,retail,3,Manta,1,1,False,61
ASEG-002477,retail,2,Quito,2,2,False,63
ASEG-002478,retail,2,Cuenca,1,1,False,58
ASEG-002479,premium,2,Manta,3,3,False,68
ASEG-002480,retail,1,Quito,2,2,False,60
ASEG-002481,retail,1,Guayaquil,1,1,False,55
ASEG-002482,retail,2,Quito,1,1,False,58
ASEG-002483,retail,1,Quito,1,1,False,55
ASEG-002484,retail,2,Guayaquil,2,2,False,63
ASEG-002485,retail,3,Quito,1,1,False,61
ASEG-002487,premium,3,Cuenca,5,5,True,81
ASEG-002488,retail,4,Quito,2,2,False,69
ASEG-002489,retail,2,Quito,1,1,False,58
ASEG-002490,premium,4,Quito,4,4,True,79
ASEG-002491,retail,1,Quito,2,2,False,60
ASEG-002493,retail,1,Manta,1,1,False,55
ASEG-002494,premium,1,Manta,3,3,False,65
ASEG-002495,premium,3,Quito,3,3,False,71
ASEG-002497,retail,3,Guayaquil,2,2,False,66
ASEG-002500,retail,2,Guayaquil,1,1,False,58
ASEG-002501,premium,6,Cuenca,4,4,True,85
ASEG-002502,retail,2,Quito,2,2,False,63
ASEG-002503,premium,2,Quito,3,3,False,68
ASEG-002505,premium,4,Guayaquil,3,3,False,74
ASEG-002506,retail,2,Quito,1,1,False,58
ASEG-002507,retail,2,Guayaquil,2,2,False,63
ASEG-002509,retail,1,Quito,2,2,False,60
ASEG-002511,retail,2,Guayaquil,1,1,False,58
ASEG-002512,premium,3,Quito,3,3,False,71
ASEG-002514,premium,3,Quito,3,3,False,71
ASEG-002515,retail,2,Manta,1,1,False,58
ASEG-002516,retail,1,Quito,1,1,False,55
ASEG-002517,premium,1,Guayaquil,3,3,False,65
ASEG-002518,retail,5,Guayaquil,2,2,False,72
ASEG-002519,retail,1,Guayaquil,2,2,False,60
ASEG-002521,premium,3,Quito,3,3,False,71
ASEG-002522,retail,3,Quito,1,1,False,61
ASEG-002523,premium,3,Manta,3,3,False,71
ASEG-002524,premium,2,Quito,3,3,False,68
ASEG-002525,retail,1,Manta,1,1,False,55
ASEG-002526,retail,3,Quito,2,2,False,66
ASEG-002527,retail,6,Guayaquil,1,1,False,70
ASEG-002528,retail,3,Manta,2,2,False,66
ASEG-002529,retail,3,Guayaquil,1,1,False,61
ASEG-002530,retail,3,Quito,2,2,False,66
ASEG-002531,retail,2,Cuenca,2,2,False,63
ASEG-002533,retail,5,Guayaquil,2,2,False,72
ASEG-002534,premium,3,Cuenca,5,5,True,81
ASEG-002535,retail,1,Quito,1,1,False,55
ASEG-002536,retail,2,Quito,2,2,False,63
ASEG-002537,premium,2,Guayaquil,3,3,False,68
ASEG-002539,retail,2,Guayaquil,2,2,False,63
ASEG-002540,premium,2,Guayaquil,3,3,False,68
ASEG-002542,retail,2,Quito,2,2,False,63
ASEG-002543,retail,2,Guayaquil,2,2,False,63
ASEG-002544,premium,1,Cuenca,3,3,False,65
ASEG-002545,retail,1,Guayaquil,1,1,False,55
ASEG-002546,retail,3,Cuenca,1,1,False,61
ASEG-002547,retail,3,Quito,1,1,False,61
ASEG-002548,premium,2,Quito,3,3,False,68
ASEG-002549,retail,2,Cuenca,2,2,False,63
ASEG-002550,retail,1,Manta,1,1,False,55
ASEG-002551,retail,3,Quito,1,1,False,61
ASEG-002552,retail,1,Quito,1,1,False,55
ASEG-002553,retail,4,Quito,1,1,False,64
ASEG-002555,retail,2,Quito,2,2,False,63
ASEG-002557,retail,3,Quito,2,2,False,66
ASEG-002558,retail,1,Guayaquil,1,1,False,55
ASEG-002559,retail,2,Guayaquil,2,2,False,63
ASEG-002560,retail,2,Guayaquil,2,2,False,63
ASEG-002561,retail,1,Cuenca,2,2,False,60
ASEG-002562,premium,5,Cuenca,3,3,False,77
ASEG-002563,premium,3,Cuenca,4,4,True,76
ASEG-002566,retail,3,Manta,2,2,False,66
ASEG-002567,retail,4,Manta,2,2,False,69
ASEG-002568,retail,1,Quito,1,1,False,55
ASEG-002569,retail,1,Cuenca,1,1,False,55
ASEG-002570,retail,2,Manta,1,1,False,58
ASEG-002571,retail,1,Manta,1,1,False,55
ASEG-002572,premium,3,Cuenca,4,4,True,76
ASEG-002573,premium,2,Manta,4,4,True,73
ASEG-002574,retail,2,Quito,1,1,False,58
ASEG-002575,retail,3,Manta,2,2,False,66
ASEG-002576,retail,5,Manta,2,2,False,72
ASEG-002577,retail,3,Quito,1,1,False,61
ASEG-002578,premium,4,Guayaquil,5,5,True,84
ASEG-002579,premium,3,Cuenca,4,4,True,76
ASEG-002580,retail,1,Quito,2,2,False,60
ASEG-002581,retail,2,Cuenca,1,1,False,58
ASEG-002582,retail,1,Quito,2,2,False,60
ASEG-002584,retail,1,Cuenca,1,1,False,55
ASEG-002585,premium,3,Guayaquil,3,3,False,71
ASEG-002586,premium,3,Quito,4,4,True,76
ASEG-002588,retail,3,Quito,2,2,False,66
ASEG-002589,premium,2,Quito,4,4,True,73
ASEG-002590,retail,3,Quito,2,2,False,66
ASEG-002592,retail,2,Guayaquil,1,1,False,58
ASEG-002593,retail,2,Quito,1,1,False,58
ASEG-002594,retail,1,Guayaquil,2,2,False,60
ASEG-002595,retail,2,Cuenca,2,2,False,63
ASEG-002596,premium,4,Quito,3,3,False,74
ASEG-002597,premium,3,Quito,4,4,True,76
ASEG-002598,retail,2,Cuenca,2,2,False,63
ASEG-002599,retail,4,Quito,2,2,False,69
ASEG-002600,retail,1,Cuenca,1,1,False,55
ASEG-002601,retail,1,Guayaquil,1,1,False,55
ASEG-002602,retail,3,Cuenca,2,2,False,66
ASEG-002603,retail,3,Manta,2,2,False,66
ASEG-002604,premium,3,Manta,3,3,False,71
ASEG-002605,premium,5,Quito,4,4,True,82
ASEG-002606,retail,2,Quito,1,1,False,58
ASEG-002607,retail,3,Cuenca,1,1,False,61
ASEG-002609,retail,1,Quito,1,1,False,55
ASEG-002610,retail,4,Quito,2,2,False,69
ASEG-002611,premium,3,Quito,3,3,False,71
ASEG-002612,retail,2,Guayaquil,1,1,False,58
ASEG-002613,premium,4,Guayaquil,3,3,False,74
ASEG-002615,retail,3,Quito,2,2,False,66
ASEG-002616,premium,2,Quito,3,3,False,68
ASEG-002617,premium,3,Guayaquil,5,5,True,81
ASEG-002618,retail,1,Quito,2,2,False,60
ASEG-002619,premium,3,Quito,3,3,False,71
ASEG-002620,premium,3,Quito,3,3,False,71
ASEG-002622,premium,2,Cuenca,3,3,False,68
ASEG-002623,retail,1,Quito,1,1,False,55
ASEG-002624,retail,2,Quito,1,1,False,58
ASEG-002625,retail,2,Cuenca,2,2,False,63
ASEG-002628,retail,3,Guayaquil,2,2,False,66
ASEG-002629,premium,3,Quito,5,5,True,81
ASEG-002630,retail,4,Guayaquil,2,2,False,69
ASEG-002631,retail,1,Quito,2,2,False,60
ASEG-002632,retail,5,Quito,2,2,False,72
ASEG-002633,premium,4,Guayaquil,3,3,False,74
ASEG-002634,premium,4,Cuenca,3,3,False,74
ASEG-002635,retail,2,Quito,1,1,False,58
ASEG-002636,premium,3,Quito,3,3,False,71
ASEG-002637,retail,4,Guayaquil,2,2,False,69
ASEG-002638,retail,2,Quito,2,2,False,63
ASEG-002639,retail,2,Quito,1,1,False,58
ASEG-002640,retail,2,Cuenca,1,1,False,58
ASEG-002641,premium,4,Cuenca,3,3,False,74
ASEG-002643,premium,4,Guayaquil,4,4,True,79
ASEG-002644,premium,3,Cuenca,3,3,False,71
ASEG-002645,retail,1,Cuenca,2,2,False,60
ASEG-002646,retail,3,Manta,2,2,False,66
ASEG-002647,premium,3,Guayaquil,3,3,False,71
ASEG-002648,retail,3,Guayaquil,2,2,False,66
ASEG-002649,premium,4,Quito,5,5,True,84
ASEG-002650,premium,2,Guayaquil,3,3,False,68
ASEG-002651,retail,1,Cuenca,2,2,False,60
ASEG-002652,retail,1,Quito,1,1,False,55
ASEG-002653,retail,2,Quito,1,1,False,58
ASEG-002654,premium,3,Guayaquil,4,4,True,76
ASEG-002655,retail,1,Cuenca,1,1,False,55
ASEG-002656,retail,4,Guayaquil,2,2,False,69
ASEG-002657,retail,3,Quito,1,1,False,61
ASEG-002658,retail,3,Quito,2,2,False,66
ASEG-002659,retail,1,Quito,1,1,False,55
ASEG-002660,retail,1,Guayaquil,1,1,False,55
ASEG-002661,corporativo,3,Guayaquil,6,6,True,86
ASEG-002663,retail,2,Manta,1,1,False,58
ASEG-002664,retail,2,Manta,2,2,False,63
ASEG-002665,premium,4,Manta,3,3,False,74
ASEG-002666,retail,1,Quito,1,1,False,55
ASEG-002667,retail,3,Guayaquil,1,1,False,61
ASEG-002668,premium,3,Quito,5,5,True,81
ASEG-002670,premium,3,Manta,3,3,False,71
ASEG-002671,retail,1,Guayaquil,1,1,False,55
ASEG-002672,premium,4,Guayaquil,3,3,False,74
ASEG-002673,retail,2,Quito,2,2,False,63
ASEG-002674,retail,1,Guayaquil,1,1,False,55
ASEG-002675,premium,2,Manta,3,3,False,68
ASEG-002676,premium,2,Quito,3,3,False,68
ASEG-002677,retail,1,Cuenca,1,1,False,55
ASEG-002680,retail,3,Cuenca,2,2,False,66
ASEG-002681,retail,1,Quito,2,2,False,60
ASEG-002682,retail,3,Guayaquil,2,2,False,66
ASEG-002684,retail,1,Quito,1,1,False,55
ASEG-002685,retail,4,Guayaquil,1,1,False,64
ASEG-002686,retail,4,Cuenca,1,1,False,64
ASEG-002687,premium,3,Manta,5,5,True,81
ASEG-002688,retail,1,Manta,1,1,False,55
ASEG-002689,retail,2,Cuenca,1,1,False,58
ASEG-002691,retail,3,Manta,2,2,False,66
ASEG-002692,corporativo,5,Quito,7,7,True,97
ASEG-002693,retail,2,Quito,2,2,False,63
ASEG-002694,retail,4,Guayaquil,2,2,False,69
ASEG-002695,premium,2,Cuenca,3,3,False,68
ASEG-002696,premium,2,Cuenca,4,4,True,73
ASEG-002697,retail,3,Cuenca,2,2,False,66
ASEG-002698,retail,2,Guayaquil,2,2,False,63
ASEG-002701,retail,2,Guayaquil,1,1,False,58
ASEG-002702,premium,2,Quito,3,3,False,68
ASEG-002703,retail,3,Manta,2,2,False,66
ASEG-002704,premium,2,Guayaquil,5,5,True,78
ASEG-002705,retail,3,Quito,1,1,False,61
ASEG-002706,retail,2,Quito,2,2,False,63
ASEG-002707,retail,1,Quito,2,2,False,60
ASEG-002708,premium,2,Quito,3,3,False,68
ASEG-002709,premium,2,Quito,3,3,False,68
ASEG-002710,premium,5,Cuenca,4,4,True,82
ASEG-002711,retail,1,Quito,1,1,False,55
ASEG-002712,retail,2,Guayaquil,1,1,False,58
ASEG-002713,premium,2,Manta,3,3,False,68
ASEG-002714,premium,2,Guayaquil,4,4,True,73
ASEG-002715,retail,2,Quito,1,1,False,58
ASEG-002716,retail,4,Quito,2,2,False,69
ASEG-002717,retail,1,Quito,2,2,False,60
ASEG-002718,premium,3,Guayaquil,3,3,False,71
ASEG-002719,premium,2,Cuenca,3,3,False,68
ASEG-002721,retail,1,Guayaquil,1,1,False,55
ASEG-002722,premium,4,Guayaquil,3,3,False,74
ASEG-002723,retail,2,Guayaquil,2,2,False,63
ASEG-002724,retail,2,Cuenca,1,1,False,58
ASEG-002726,premium,4,Guayaquil,4,4,True,79
ASEG-002727,retail,4,Quito,1,1,False,64
ASEG-002728,retail,2,Cuenca,2,2,False,63
ASEG-002729,retail,1,Guayaquil,1,1,False,55
ASEG-002730,retail,3,Quito,2,2,False,66
ASEG-002733,retail,1,Quito,1,1,False,55
ASEG-002734,retail,2,Cuenca,2,2,False,63
ASEG-002735,retail,6,Manta,1,1,False,70
ASEG-002737,corporativo,3,Cuenca,8,8,True,96
ASEG-002738,retail,1,Quito,1,1,False,55
ASEG-002739,premium,3,Quito,3,3,False,71
ASEG-002740,retail,1,Quito,2,2,False,60
ASEG-002743,retail,1,Quito,2,2,False,60
ASEG-002744,retail,3,Quito,1,1,False,61
ASEG-002746,retail,1,Manta,1,1,False,55
ASEG-002747,retail,1,Guayaquil,2,2,False,60
ASEG-002749,premium,2,Quito,3,3,False,68
ASEG-002750,retail,4,Quito,2,2,False,69
ASEG-002751,retail,4,Guayaquil,2,2,False,69
ASEG-002752,premium,4,Guayaquil,5,5,True,84
ASEG-002753,retail,5,Quito,1,1,False,67
ASEG-002754,premium,2,Quito,3,3,False,68
ASEG-002755,retail,3,Quito,2,2,False,66
ASEG-002756,premium,2,Cuenca,3,3,False,68
ASEG-002759,retail,2,Cuenca,1,1,False,58
ASEG-002760,premium,3,Guayaquil,3,3,False,71
ASEG-002761,premium,1,Quito,3,3,False,65
ASEG-002762,retail,3,Quito,2,2,False,66
ASEG-002763,corporativo,4,Manta,7,7,True,94
ASEG-002765,retail,2,Manta,1,1,False,58
ASEG-002766,premium,3,Manta,3,3,False,71
ASEG-002767,retail,1,Quito,1,1,False,55
ASEG-002768,retail,3,Quito,2,2,False,66
ASEG-002769,premium,4,Quito,3,3,False,74
ASEG-002770,retail,3,Guayaquil,2,2,False,66
ASEG-002772,premium,2,Quito,3,3,False,68
ASEG-002773,retail,1,Manta,1,1,False,55
ASEG-002774,premium,3,Quito,3,3,False,71
ASEG-002775,premium,4,Quito,4,4,True,79
ASEG-002776,retail,2,Quito,2,2,False,63
ASEG-002777,retail,2,Quito,1,1,False,58
ASEG-002778,retail,2,Quito,2,2,False,63
ASEG-002779,premium,3,Guayaquil,3,3,False,71
ASEG-002781,retail,3,Guayaquil,1,1,False,61
ASEG-002782,retail,1,Cuenca,1,1,False,55
ASEG-002783,premium,3,Guayaquil,3,3,False,71
ASEG-002784,retail,3,Quito,2,2,False,66
ASEG-002785,corporativo,3,Quito,6,6,True,86
ASEG-002786,retail,1,Guayaquil,1,1,False,55
ASEG-002787,retail,4,Manta,2,2,False,69
ASEG-002788,retail,2,Guayaquil,1,1,False,58
ASEG-002789,retail,1,Guayaquil,2,2,False,60
ASEG-002790,retail,1,Quito,2,2,False,60
ASEG-002791,retail,2,Manta,1,1,False,58
ASEG-002792,retail,1,Manta,1,1,False,55
ASEG-002793,retail,1,Guayaquil,1,1,False,55
ASEG-002794,retail,2,Quito,1,1,False,58
ASEG-002795,premium,2,Cuenca,3,3,False,68
ASEG-002796,premium,2,Manta,3,3,False,68
ASEG-002797,corporativo,4,Manta,7,7,True,94
ASEG-002798,premium,5,Manta,3,3,False,77
ASEG-002799,retail,2,Quito,2,2,False,63
ASEG-002800,retail,1,Manta,1,1,False,55
ASEG-002803,retail,2,Cuenca,1,1,False,58
ASEG-002804,retail,3,Cuenca,1,1,False,61
ASEG-002805,retail,3,Quito,2,2,False,66
ASEG-002807,premium,5,Guayaquil,3,3,False,77
ASEG-002808,retail,1,Cuenca,2,2,False,60
ASEG-002809,premium,3,Cuenca,5,5,True,81
ASEG-002810,retail,1,Guayaquil,2,2,False,60
ASEG-002811,premium,4,Cuenca,4,4,True,79
ASEG-002812,retail,1,Guayaquil,2,2,False,60
ASEG-002813,retail,2,Guayaquil,2,2,False,63
