id_poliza,id_asegurado,ramo,fecha_inicio,fecha_fin,prima,suma_asegurada,deducible,canal_venta,ciudad,estado_poliza
POL-01604,ASEG-009985,vida,2026-03-19,2026-10-03,2178.85,54471.14,2723.56,digital,Quito,suspendida
POL-01605,ASEG-003426,hogar,2019-11-16,2020-04-03,2205.84,55146.02,2757.3,agencia,Manta,mora
POL-01606,ASEG-000884,hogar,2023-05-01,2023-11-04,302.74,7568.38,378.42,directo,Manta,vigente
POL-01607,ASEG-002300,vehiculos,2024-10-27,2025-08-24,1764.22,44105.44,2205.27,broker,Quito,vencida
POL-01608,ASEG-000175,salud,2021-03-30,2022-10-14,2647.91,66197.74,3309.89,digital,Cuenca,suspendida
POL-01609,ASEG-009091,vehiculos,2026-07-12,2027-05-09,1230.17,30754.14,1537.71,agencia,Guayaquil,mora
POL-01610,ASEG-009050,vehiculos,2025-06-22,2026-10-20,1018.46,25461.44,1273.07,directo,Guayaquil,vigente
POL-01611,ASEG-003475,vehiculos,2019-06-05,2019-07-01,1593.44,39835.99,1991.8,broker,Guayaquil,vencida
POL-01612,ASEG-005275,vehiculos,2021-05-11,2022-05-18,143.94,3598.38,179.92,digital,Quito,suspendida
POL-01613,ASEG-002404,vehiculos,2021-08-01,2022-11-01,2839.69,70992.14,3549.61,agencia,Guayaquil,mora
POL-01614,ASEG-011226,vida,2020-05-04,2020-09-29,2375.52,59388.12,2969.41,directo,Quito,vigente
POL-01615,ASEG-007123,vehiculos,2022-04-26,2022-12-31,109.59,2739.7,136.98,broker,Quito,vencida
POL-01616,ASEG-007207,hogar,2019-11-29,2021-02-16,470.03,11750.82,587.54,digital,Manta,suspendida
POL-01617,ASEG-008890,vehiculos,2025-12-01,2026-12-11,631.57,15789.36,789.47,agencia,Guayaquil,mora
POL-01618,ASEG-004299,salud,2020-11-20,2021-08-11,806.09,20152.21,1007.61,directo,Cuenca,vigente
POL-01619,ASEG-002773,hogar,2024-05-02,2025-05-25,511.41,12785.18,639.26,broker,Manta,vencida
POL-01620,ASEG-009649,hogar,2023-03-23,2023-12-24,1700.46,42511.51,2125.58,digital,Manta,suspendida
POL-01621,ASEG-011942,salud,2019-06-03,2020-01-01,506.18,12654.53,632.73,agencia,Cuenca,mora
POL-01622,ASEG-001714,vehiculos,2018-10-31,2020-01-05,1695.42,42385.45,2119.27,directo,Quito,vigente
POL-01623,ASEG-007994,vehiculos,2018-07-29,2019-07-27,1058.54,26463.55,1323.18,broker,Quito,vencida
POL-01624,ASEG-003271,generales,2020-11-04,2021-12-17,856.2,21405.1,1070.25,digital,Guayaquil,suspendida
POL-01625,ASEG-002308,vehiculos,2021-02-11,2021-08-22,2534.54,63363.46,3168.17,agencia,Quito,mora
POL-01626,ASEG-009306,hogar,2021-08-08,2022-09-10,1864.99,46624.67,2331.23,directo,Manta,vigente
POL-01627,ASEG-011136,vehiculos,2020-08-14,2021-05-04,1829.97,45749.2,2287.46,broker,Quito,vencida
POL-01628,ASEG-011518,vehiculos,2018-11-17,2020-02-26,491.02,12275.57,613.78,digital,Guayaquil,suspendida
POL-01629,ASEG-011265,vehiculos,2023-01-20,2024-06-03,2285.49,57137.32,2856.87,agencia,Guayaquil,mora
POL-01630,ASEG-006806,vehiculos,2021-12-03,2023-02-14,325.66,8141.58,407.08,directo,Quito,vigente
POL-01631,ASEG-011407,hogar,2023-04-21,2024-09-15,1019.13,25478.36,1273.92,broker,Manta,vencida
POL-01632,ASEG-000844,salud,2025-07-30,2025-12-10,1913.22,47830.43,2391.52,digital,Cuenca,suspendida
POL-01633,ASEG-006039,salud,2024-10-14,2025-03-02,48.81,1220.27,61.01,agencia,Cuenca,mora
POL-01634,ASEG-011205,vehiculos,2019-06-26,2020-06-02,738.56,18464.03,923.2,directo,Quito,vigente
POL-01635,ASEG-006579,vehiculos,2022-10-18,2023-01-01,266.47,6661.72,333.09,broker,Guayaquil,vencida
POL-01636,ASEG-007703,vehiculos,2019-11-20,2020-10-06,247.75,6193.78,309.69,digital,Quito,suspendida
POL-01637,ASEG-004884,salud,2024-03-11,2024-09-23,1049.28,26232.11,1311.61,agencia,Cuenca,mora
POL-01638,ASEG-004375,vehiculos,2024-12-14,2025-05-10,279.44,6986.09,349.3,directo,Quito,vigente
POL-01639,ASEG-000879,vehiculos,2024-08-26,2025-03-15,697.76,17443.9,872.2,broker,Guayaquil,vencida
POL-01640,ASEG-002010,vehiculos,2024-06-10,2025-07-14,248.16,6203.95,310.2,digital,Quito,suspendida
POL-01641,ASEG-009748,vida,2020-05-16,2020-07-14,1802.54,45063.58,2253.18,agencia,Quito,mora
POL-01643,ASEG-010570,vehiculos,2020-02-12,2021-06-18,112.13,2803.31,140.17,directo,Guayaquil,vigente
POL-01644,ASEG-010000,vida,2023-01-16,2023-09-29,807.79,20194.75,1009.74,broker,Quito,vencida
POL-01645,ASEG-004074,hogar,2023-06-30,2025-03-01,2115.92,52898.06,2644.9,digital,Manta,suspendida
POL-01646,ASEG-005057,hogar,2022-01-06,2022-09-02,825.95,20648.84,1032.44,agencia,Manta,mora
POL-01647,ASEG-004630,generales,2024-11-22,2026-04-03,868.52,21713.04,1085.65,directo,Cuenca,vigente
POL-01648,ASEG-001979,vehiculos,2024-11-04,2025-06-25,1069.53,26738.22,1336.91,broker,Guayaquil,vencida
POL-01649,ASEG-001121,hogar,2019-02-28,2019-10-02,1666.86,41671.38,2083.57,digital,Manta,suspendida
POL-01650,ASEG-010580,salud,2023-12-08,2025-02-11,40.0,1000.0,50.0,agencia,Cuenca,mora
POL-01651,ASEG-008186,hogar,2018-11-14,2019-10-22,342.78,8569.52,428.48,directo,Manta,vigente
POL-01652,ASEG-006440,vida,2024-08-15,2026-05-08,1913.29,47832.18,2391.61,broker,Quito,vencida
POL-01653,ASEG-000122,vida,2026-09-04,2027-07-01,2611.4,65285.06,3264.25,digital,Quito,suspendida
POL-01654,ASEG-003243,hogar,2026-05-02,2027-09-22,1978.58,49464.41,2473.22,agencia,Manta,mora
POL-01655,ASEG-004810,salud,2020-11-15,2021-11-28,2362.84,59071.0,2953.55,directo,Cuenca,vigente
POL-01656,ASEG-006923,vehiculos,2023-01-16,2024-02-22,789.5,19737.5,986.88,broker,Guayaquil,vencida
POL-01657,ASEG-001410,vehiculos,2020-03-19,2022-01-04,1465.6,36639.94,1832.0,digital,Guayaquil,suspendida
POL-01658,ASEG-004000,hogar,2023-11-28,2024-12-21,2449.0,61225.04,3061.25,agencia,Manta,mora
POL-01659,ASEG-008451,vehiculos,2021-04-04,2022-08-21,414.27,10356.8,517.84,directo,Guayaquil,vigente
POL-01660,ASEG-005957,salud,2020-04-28,2021-03-22,1082.64,27066.11,1353.31,broker,Cuenca,vencida
POL-01661,ASEG-010834,vehiculos,2023-02-15,2023-04-13,2414.88,60372.07,3018.6,digital,Quito,suspendida
POL-01662,ASEG-004904,vehiculos,2025-12-11,2027-10-26,2137.06,53426.48,2671.32,agencia,Guayaquil,mora
POL-01663,ASEG-005983,vehiculos,2025-10-02,2026-10-30,529.31,13232.84,661.64,directo,Guayaquil,vigente
POL-01664,ASEG-006557,generales,2022-04-26,2022-08-22,1412.99,35324.83,1766.24,broker,Guayaquil,vencida
POL-01665,ASEG-007343,vehiculos,2019-10-29,2020-03-20,393.99,9849.77,492.49,digital,Guayaquil,suspendida
POL-01666,ASEG-003616,vida,2024-10-24,2025-12-16,1546.99,38674.64,1933.73,agencia,Quito,mora
POL-01667,ASEG-005325,vida,2019-02-27,2020-01-19,2186.39,54659.74,2732.99,directo,Quito,vigente
POL-01668,ASEG-007898,vida,2025-02-20,2026-05-05,1833.24,45831.11,2291.56,broker,Quito,vencida
POL-01669,ASEG-009122,salud,2025-10-19,2027-03-25,234.11,5852.72,292.64,digital,Cuenca,suspendida
POL-01670,ASEG-003712,vida,2019-02-24,2020-06-03,2305.2,57629.9,2881.5,agencia,Quito,mora
POL-01671,ASEG-009530,vehiculos,2024-08-31,2026-04-07,1573.69,39342.29,1967.11,directo,Guayaquil,vigente
POL-01672,ASEG-002084,salud,2022-05-22,2023-02-03,2464.37,61609.21,3080.46,broker,Cuenca,vencida
POL-01673,ASEG-002058,vehiculos,2025-09-23,2026-05-05,636.23,15905.87,795.29,digital,Guayaquil,suspendida
POL-01674,ASEG-008833,vehiculos,2022-08-25,2023-09-01,562.82,14070.46,703.52,agencia,Guayaquil,mora
POL-01675,ASEG-000116,vida,2021-05-23,2022-02-24,1147.89,28697.26,1434.86,directo,Quito,vigente
POL-01676,ASEG-001084,hogar,2019-01-20,2020-03-28,2578.1,64452.55,3222.63,broker,Manta,vencida
POL-01677,ASEG-004860,vehiculos,2022-09-25,2022-12-30,2030.33,50758.16,2537.91,digital,Guayaquil,suspendida
POL-01678,ASEG-003051,salud,2025-03-25,2026-07-22,440.18,11004.5,550.22,agencia,Cuenca,mora
POL-01679,ASEG-002749,vida,2023-12-13,2025-08-30,3003.27,75081.72,3754.09,directo,Quito,vigente
POL-01680,ASEG-000989,vehiculos,2024-11-18,2025-11-10,869.58,21739.48,1086.97,broker,Guayaquil,vencida
POL-01681,ASEG-001027,hogar,2020-10-23,2021-05-05,394.12,9853.1,492.66,digital,Manta,suspendida
POL-01682,ASEG-004713,hogar,2021-08-12,2021-09-30,824.38,20609.6,1030.48,agencia,Manta,mora
POL-01683,ASEG-009636,salud,2019-03-16,2020-08-27,43.61,1090.34,54.52,directo,Cuenca,vigente
POL-01684,ASEG-001798,vehiculos,2026-06-21,2026-12-14,660.51,16512.84,825.64,broker,Guayaquil,vencida
POL-01685,ASEG-009058,hogar,2018-12-25,2019-05-30,1644.25,41106.3,2055.32,digital,Manta,suspendida
POL-01686,ASEG-000886,vehiculos,2026-01-25,2027-03-31,778.15,19453.85,972.69,agencia,Guayaquil,mora
POL-01687,ASEG-002865,vehiculos,2024-02-20,2024-09-10,222.09,5552.29,277.61,directo,Quito,vigente
POL-01688,ASEG-007630,generales,2021-09-08,2022-09-30,2819.1,70477.52,3523.88,broker,Guayaquil,vencida
POL-01689,ASEG-004979,vida,2018-07-23,2019-11-24,1898.06,47451.62,2372.58,digital,Quito,suspendida
POL-01690,ASEG-003980,vehiculos,2024-02-27,2025-11-20,1972.9,49322.4,2466.12,agencia,Guayaquil,mora
POL-01691,ASEG-008715,hogar,2019-08-16,2020-07-19,1203.57,30089.33,1504.47,directo,Manta,vigente
POL-01692,ASEG-002129,vehiculos,2018-12-21,2019-02-21,724.65,18116.35,905.82,broker,Guayaquil,vencida
POL-01693,ASEG-000404,vehiculos,2022-07-15,2022-10-05,1127.13,28178.3,1408.92,digital,Guayaquil,suspendida
POL-01694,ASEG-003756,salud,2020-01-18,2021-02-07,768.83,19220.7,961.04,agencia,Cuenca,mora
POL-01695,ASEG-007745,vehiculos,2020-04-27,2021-11-19,1165.21,29130.18,1456.51,directo,Guayaquil,vigente
POL-01696,ASEG-006644,vida,2022-08-06,2024-05-24,2224.87,55621.86,2781.09,broker,Quito,vencida
POL-01697,ASEG-012430,vehiculos,2018-05-20,2019-11-19,805.37,20134.36,1006.72,digital,Quito,suspendida
POL-01698,ASEG-004628,vida,2022-09-19,2024-05-01,2775.83,69395.86,3469.79,agencia,Quito,mora
POL-01699,ASEG-001901,vehiculos,2023-06-25,2024-09-07,702.62,17565.59,878.28,directo,Guayaquil,vigente
POL-01700,ASEG-008240,vehiculos,2020-12-23,2021-09-22,707.91,17697.84,884.89,broker,Guayaquil,vencida
POL-01701,ASEG-000169,vehiculos,2024-09-26,2025-11-12,1743.74,43593.62,2179.68,digital,Quito,suspendida
POL-01702,ASEG-007840,vida,2022-08-08,2024-05-05,1546.91,38672.72,1933.64,agencia,Quito,mora
POL-01703,ASEG-000831,vehiculos,2022-02-27,2023-11-26,196.78,4919.58,245.98,directo,Quito,vigente
POL-01704,ASEG-010749,vida,2020-05-02,2021-03-30,2183.11,54577.7,2728.88,broker,Quito,vencida
POL-01705,ASEG-001373,hogar,2019-12-12,2020-06-09,1134.37,28359.17,1417.96,digital,Manta,suspendida
POL-01706,ASEG-004844,salud,2025-07-01,2026-05-28,238.9,5972.59,298.63,agencia,Cuenca,mora
POL-01707,ASEG-009678,vehiculos,2023-03-25,2024-10-01,782.01,19550.14,977.51,directo,Guayaquil,vigente
POL-01708,ASEG-000035,hogar,2024-09-16,2025-01-16,1270.48,31761.89,1588.09,broker,Manta,vencida
POL-01709,ASEG-006720,vida,2026-04-06,2027-08-07,1115.49,27887.21,1394.36,digital,Quito,suspendida
POL-01710,ASEG-005057,vehiculos,2024-10-18,2025-12-24,793.23,19830.82,991.54,agencia,Guayaquil,mora
POL-01711,ASEG-004207,hogar,2023-11-16,2024-09-11,541.13,13528.15,676.41,directo,Manta,vigente
POL-01712,ASEG-007294,vehiculos,2025-03-20,2025-12-11,892.43,22310.74,1115.54,broker,Guayaquil,vencida
POL-01713,ASEG-011808,hogar,2026-03-16,2027-03-03,1001.9,25047.53,1252.38,digital,Manta,suspendida
POL-01714,ASEG-001127,vehiculos,2022-08-20,2022-12-16,1215.46,30386.57,1519.33,agencia,Guayaquil,mora
POL-01715,ASEG-004795,hogar,2018-06-23,2019-11-02,572.82,14320.49,716.02,directo,Manta,vigente
POL-01716,ASEG-001160,vida,2021-05-30,2022-03-20,1374.86,34371.53,1718.58,broker,Quito,vencida
POL-01717,ASEG-007122,vehiculos,2019-09-26,2020-07-27,460.64,11516.02,575.8,digital,Quito,suspendida
POL-01718,ASEG-008541,vehiculos,2023-06-18,2023-09-04,2266.68,56666.94,2833.35,agencia,Guayaquil,mora
POL-01719,ASEG-007754,vehiculos,2025-10-23,2027-06-26,648.57,16214.18,810.71,directo,Guayaquil,vigente
POL-01720,ASEG-012086,vehiculos,2025-11-04,2027-04-24,2442.6,61065.05,3053.25,broker,Guayaquil,vencida
POL-01721,ASEG-008632,vida,2026-05-07,2027-02-09,1830.36,45759.11,2287.96,digital,Quito,suspendida
POL-01722,ASEG-009407,vehiculos,2018-12-22,2019-03-26,246.08,6152.0,307.6,agencia,Quito,mora
POL-01723,ASEG-008582,vehiculos,2024-01-18,2025-07-14,1807.76,45193.9,2259.7,directo,Guayaquil,vigente
POL-01724,ASEG-009266,vehiculos,2020-08-21,2021-08-22,923.11,23077.85,1153.89,broker,Guayaquil,vencida
POL-01725,ASEG-006867,vehiculos,2019-10-19,2020-05-04,1417.9,35447.52,1772.38,digital,Guayaquil,suspendida
POL-01726,ASEG-003513,salud,2025-04-26,2026-03-07,620.27,15506.65,775.33,agencia,Cuenca,mora
POL-01727,ASEG-010205,generales,2023-09-18,2024-04-27,1803.87,45096.74,2254.84,directo,Guayaquil,vigente
POL-01728,ASEG-001951,hogar,2019-01-13,2019-05-31,1684.92,42122.93,2106.15,broker,Manta,vencida
POL-01729,ASEG-003207,vehiculos,2026-03-23,2027-06-15,550.23,13755.72,687.79,digital,Guayaquil,suspendida
POL-01730,ASEG-010838,salud,2023-12-01,2025-01-01,2635.1,65877.4,3293.87,agencia,Cuenca,mora
POL-01731,ASEG-003073,vehiculos,2022-10-25,2024-01-23,747.43,18685.67,934.28,directo,Quito,vigente
POL-01732,ASEG-004644,vehiculos,2019-03-08,2020-05-24,1107.28,27681.92,1384.1,broker,Quito,vencida
POL-01734,ASEG-009556,vida,2020-03-12,2020-12-04,1955.24,48881.04,2444.05,digital,Quito,suspendida
POL-01735,ASEG-001200,vida,2019-10-29,2021-03-17,2432.99,60824.78,3041.24,agencia,Quito,mora
POL-01736,ASEG-001133,hogar,2019-05-17,2020-02-06,578.44,14461.02,723.05,directo,Manta,vigente
POL-01737,ASEG-005565,hogar,2024-05-02,2025-07-16,842.67,21066.76,1053.34,broker,Manta,vencida
POL-01738,ASEG-008056,vehiculos,2023-08-21,2023-12-26,220.93,5523.32,276.17,digital,Quito,suspendida
POL-01739,ASEG-011688,vida,2021-08-07,2022-01-27,1479.6,36989.96,1849.5,agencia,Quito,mora
POL-01740,ASEG-002562,generales,2023-11-22,2024-08-30,1211.89,30297.32,1514.87,directo,Cuenca,vigente
POL-01741,ASEG-002312,vida,2022-03-14,2023-01-29,1793.92,44848.0,2242.4,broker,Quito,vencida
POL-01742,ASEG-010237,salud,2022-07-16,2023-12-29,201.14,5028.52,251.43,digital,Cuenca,suspendida
POL-01743,ASEG-002131,vehiculos,2020-11-01,2021-10-22,927.94,23198.51,1159.93,agencia,Guayaquil,mora
POL-01744,ASEG-002495,vida,2021-01-22,2022-02-14,2027.32,50682.91,2534.15,directo,Quito,vigente
POL-01745,ASEG-005607,vehiculos,2021-07-27,2022-06-04,1895.51,47387.77,2369.39,broker,Guayaquil,vencida
POL-01746,ASEG-005098,vida,2023-03-31,2024-01-21,1803.29,45082.33,2254.12,digital,Quito,suspendida
POL-01747,ASEG-011230,vehiculos,2022-02-03,2023-03-30,267.98,6699.52,334.98,agencia,Guayaquil,mora
POL-01748,ASEG-010869,vehiculos,2020-09-14,2022-01-19,639.26,15981.48,799.07,directo,Quito,vigente
POL-01749,ASEG-008751,vehiculos,2021-03-04,2023-01-03,821.44,20535.92,1026.8,broker,Guayaquil,vencida
POL-01750,ASEG-005491,hogar,2025-06-28,2026-06-23,1463.54,36588.41,1829.42,digital,Manta,suspendida
POL-01751,ASEG-012319,salud,2026-05-11,2027-07-24,2259.76,56494.08,2824.7,agencia,Cuenca,mora
POL-01752,ASEG-008100,vida,2024-05-26,2025-03-10,1555.37,38884.28,1944.21,directo,Quito,vigente
POL-01753,ASEG-001053,vehiculos,2021-03-27,2022-04-10,878.67,21966.66,1098.33,broker,Guayaquil,vencida
POL-01754,ASEG-008261,vehiculos,2018-05-28,2018-12-31,960.51,24012.85,1200.64,digital,Quito,suspendida
POL-01755,ASEG-006799,vehiculos,2025-08-16,2025-11-07,868.09,21702.14,1085.11,agencia,Guayaquil,mora
POL-01756,ASEG-003627,salud,2022-10-18,2023-02-26,2044.13,51103.16,2555.16,directo,Cuenca,vigente
POL-01757,ASEG-006861,salud,2024-08-12,2025-04-19,267.31,6682.68,334.13,broker,Cuenca,vencida
POL-01758,ASEG-000520,salud,2018-08-18,2020-02-08,1602.8,40070.11,2003.51,digital,Cuenca,suspendida
POL-01759,ASEG-011236,vida,2025-09-23,2027-04-05,2643.66,66091.52,3304.58,agencia,Quito,mora
POL-01760,ASEG-003372,hogar,2025-07-21,2026-11-06,983.29,24582.25,1229.11,directo,Manta,vigente
POL-01761,ASEG-008579,generales,2026-02-01,2026-05-28,1999.33,49983.17,2499.16,broker,Guayaquil,vencida
POL-01762,ASEG-005003,vehiculos,2019-09-21,2020-03-10,2416.61,60415.14,3020.76,digital,Guayaquil,suspendida
POL-01763,ASEG-005994,salud,2021-04-08,2022-05-02,2394.45,59861.26,2993.06,agencia,Cuenca,mora
POL-01764,ASEG-005515,vehiculos,2024-11-21,2025-12-04,2825.24,70630.92,3531.55,directo,Quito,vigente
POL-01765,ASEG-010272,vehiculos,2020-05-08,2021-06-04,779.4,19484.94,974.25,broker,Guayaquil,vencida
POL-01766,ASEG-004218,vida,2022-09-14,2023-07-21,2157.17,53929.21,2696.46,digital,Quito,suspendida
POL-01767,ASEG-009591,hogar,2025-09-28,2026-01-06,486.01,12150.17,607.51,agencia,Manta,mora
POL-01768,ASEG-008111,vehiculos,2025-10-04,2027-04-06,1836.82,45920.42,2296.02,directo,Guayaquil,vigente
POL-01769,ASEG-007114,salud,2021-05-30,2022-12-06,637.84,15945.97,797.3,broker,Cuenca,vencida
POL-01770,ASEG-009517,vehiculos,2024-08-11,2025-09-26,604.64,15116.11,755.81,digital,Guayaquil,suspendida
POL-01771,ASEG-001300,vehiculos,2023-09-04,2024-12-16,706.65,17666.26,883.31,agencia,Guayaquil,mora
POL-01772,ASEG-006346,salud,2018-01-10,2019-07-16,1326.21,33155.28,1657.76,directo,Cuenca,vigente
POL-01773,ASEG-006664,vehiculos,2019-12-09,2021-01-09,870.76,21768.98,1088.45,broker,Quito,vencida
POL-01774,ASEG-010377,vehiculos,2021-04-10,2021-10-25,1058.04,26451.1,1322.56,digital,Guayaquil,suspendida
POL-01775,ASEG-004187,vehiculos,2021-07-02,2021-06-06,970.76,24269.02,1213.45,agencia,Quito,mora
POL-01776,ASEG-010448,vehiculos,2020-02-10,2021-11-08,273.78,6844.39,342.22,directo,Quito,vigente
POL-01777,ASEG-004682,vehiculos,2022-09-24,2024-03-23,2730.65,68266.28,3413.31,broker,Guayaquil,vencida
POL-01778,ASEG-001554,vehiculos,2022-05-09,2023-05-10,1664.47,41611.86,2080.59,digital,Quito,suspendida
POL-01779,ASEG-005519,hogar,2024-12-07,2025-10-24,452.84,11321.1,566.06,agencia,Manta,mora
POL-01780,ASEG-001421,salud,2024-08-25,2025-08-30,761.13,19028.26,951.41,directo,Cuenca,vigente
POL-01781,ASEG-002173,hogar,2020-01-14,2021-09-10,1060.1,26502.61,1325.13,broker,Manta,vencida
POL-01782,ASEG-001153,salud,2021-12-22,2023-06-23,2113.62,52840.61,2642.03,digital,Cuenca,suspendida
POL-01783,ASEG-004739,vehiculos,2025-05-16,2026-06-30,2552.29,63807.2,3190.36,agencia,Quito,mora
POL-01784,ASEG-002279,salud,2023-12-11,2025-08-06,2270.37,56759.35,2837.97,directo,Cuenca,vigente
POL-01785,ASEG-010850,vida,2023-08-27,2024-07-24,2132.91,53322.83,2666.14,broker,Quito,vencida
POL-01786,ASEG-002633,vehiculos,2026-02-24,2027-04-25,690.45,17261.14,863.06,digital,Guayaquil,suspendida
POL-01787,ASEG-008817,vehiculos,2025-07-28,2027-02-19,883.27,22081.7,1104.08,agencia,Guayaquil,mora
POL-01788,ASEG-007663,vida,2026-04-10,2026-08-11,2162.54,54063.44,2703.17,directo,Quito,vigente
POL-01789,ASEG-002605,vida,2018-12-29,2019-03-09,2520.94,63023.57,3151.18,broker,Quito,vencida
POL-01790,ASEG-002833,vida,2022-09-15,2023-03-28,2802.58,70064.58,3503.23,digital,Quito,suspendida
POL-01791,ASEG-009605,vehiculos,2025-03-01,2026-01-13,1002.88,25072.1,1253.6,agencia,Guayaquil,mora
POL-01792,ASEG-009180,vehiculos,2022-06-24,2023-05-30,316.52,7913.06,395.65,directo,Guayaquil,vigente
POL-01793,ASEG-002704,hogar,2019-12-02,2020-12-19,388.55,9713.77,485.69,broker,Manta,vencida
POL-01794,ASEG-012095,vehiculos,2022-08-06,2024-04-25,549.22,13730.57,686.53,digital,Guayaquil,suspendida
POL-01795,ASEG-012428,hogar,2021-01-09,2022-09-27,477.99,11949.64,597.48,agencia,Manta,mora
POL-01796,ASEG-004085,vehiculos,2025-11-27,2026-04-04,2540.45,63511.31,3175.57,directo,Guayaquil,vigente
POL-01797,ASEG-006358,vehiculos,2025-06-12,2026-01-01,797.47,19936.84,996.84,broker,Guayaquil,vencida
POL-01798,ASEG-009433,salud,2025-03-06,2026-02-18,891.74,22293.48,1114.67,digital,Cuenca,suspendida
POL-01799,ASEG-005638,vida,2025-12-24,2027-05-16,1997.2,49929.98,2496.5,agencia,Quito,mora
POL-01800,ASEG-011217,vehiculos,2026-07-12,2026-12-07,542.76,13569.05,678.45,directo,Guayaquil,vigente
POL-01801,ASEG-001099,salud,2020-03-02,2021-06-24,1441.19,36029.68,1801.48,broker,Cuenca,vencida
POL-01802,ASEG-011629,salud,2023-11-20,2025-03-14,1751.84,43796.03,2189.8,digital,Cuenca,suspendida
POL-01803,ASEG-010036,vehiculos,2022-11-19,2024-01-05,189.56,4739.12,236.96,agencia,Guayaquil,mora
POL-01804,ASEG-006029,hogar,2025-03-20,2026-08-23,1602.36,40058.9,2002.95,directo,Manta,vigente
POL-01806,ASEG-004579,vehiculos,2021-09-08,2022-07-03,2841.44,71036.12,3551.81,broker,Quito,vencida
POL-01807,ASEG-008328,vehiculos,2023-02-26,2024-08-22,2247.93,56198.17,2809.91,digital,Guayaquil,suspendida
POL-01808,ASEG-001205,hogar,2026-04-05,2027-06-17,959.48,23986.93,1199.35,agencia,Manta,mora
POL-01809,ASEG-000760,vida,2026-09-23,2026-10-30,1642.43,41060.86,2053.04,directo,Quito,vigente
POL-01810,ASEG-002132,salud,2021-03-14,2022-01-28,565.33,14133.35,706.67,broker,Cuenca,vencida
POL-01811,ASEG-002066,vehiculos,2024-09-14,2025-07-06,183.7,4592.57,229.63,digital,Quito,suspendida
POL-01812,ASEG-005516,hogar,2023-06-07,2023-10-08,215.78,5394.59,269.73,agencia,Manta,mora
POL-01813,ASEG-007415,vehiculos,2022-06-08,2023-02-05,352.03,8800.84,440.04,directo,Guayaquil,vigente
POL-01814,ASEG-005037,salud,2025-06-11,2026-02-27,823.6,20589.88,1029.49,broker,Cuenca,vencida
POL-01815,ASEG-001843,vehiculos,2022-07-04,2023-01-29,2027.18,50679.42,2533.97,digital,Quito,suspendida
POL-01816,ASEG-011541,vehiculos,2022-08-10,2023-08-10,2441.84,61045.98,3052.3,agencia,Guayaquil,mora
POL-01817,ASEG-009236,vehiculos,2024-10-28,2025-12-06,215.49,5387.3,269.36,directo,Guayaquil,vigente
POL-01818,ASEG-010713,salud,2021-02-15,2022-09-19,47.32,1183.06,59.15,broker,Cuenca,vencida
POL-01819,ASEG-007392,vehiculos,2019-12-05,2020-05-14,2189.67,54741.7,2737.08,digital,Guayaquil,suspendida
POL-01820,ASEG-009469,generales,2019-04-21,2019-10-02,460.29,11507.21,575.36,agencia,Cuenca,mora
POL-01821,ASEG-006264,vehiculos,2019-09-13,2019-12-20,2573.13,64328.28,3216.41,directo,Guayaquil,vigente
POL-01822,ASEG-003284,hogar,2019-01-22,2019-07-19,2054.28,51356.92,2567.85,broker,Manta,vencida
POL-01823,ASEG-000870,vehiculos,2018-08-31,2019-05-11,566.57,14164.22,708.21,digital,Guayaquil,suspendida
POL-01824,ASEG-005493,vehiculos,2021-12-11,2022-12-04,440.59,11014.7,550.74,agencia,Guayaquil,mora
POL-01825,ASEG-009389,salud,2023-10-14,2024-10-01,3000.09,75002.18,3750.11,directo,Cuenca,vigente
POL-01826,ASEG-007209,hogar,2021-11-24,2023-02-17,997.85,24946.31,1247.32,broker,Manta,vencida
POL-01827,ASEG-010797,generales,2025-12-04,2027-05-07,1557.97,38949.35,1947.47,digital,Guayaquil,suspendida
POL-01828,ASEG-006879,vehiculos,2019-10-17,2020-08-21,1860.11,46502.72,2325.14,agencia,Guayaquil,mora
POL-01829,ASEG-009198,vida,2021-02-06,2022-07-19,1931.3,48282.48,2414.12,directo,Quito,vigente
POL-01830,ASEG-011215,vehiculos,2021-02-11,2022-01-05,2514.17,62854.16,3142.71,broker,Quito,vencida
POL-01831,ASEG-012058,vida,2018-06-10,2019-12-25,1716.16,42903.96,2145.2,digital,Quito,suspendida
POL-01832,ASEG-003771,hogar,2022-02-26,2022-12-16,2319.93,57998.36,2899.92,agencia,Manta,mora
POL-01833,ASEG-003490,vehiculos,2024-07-30,2024-11-30,931.54,23288.6,1164.43,directo,Guayaquil,vigente
POL-01834,ASEG-011309,vehiculos,2025-06-27,2026-11-11,2605.26,65131.39,3256.57,broker,Guayaquil,vencida
POL-01835,ASEG-003477,vida,2019-06-15,2020-04-18,2298.87,57471.79,2873.59,digital,Quito,suspendida
POL-01836,ASEG-003197,vehiculos,2025-03-27,2026-05-06,913.44,22836.11,1141.81,agencia,Guayaquil,mora
POL-01837,ASEG-009193,vida,2025-10-26,2026-01-19,1950.86,48771.59,2438.58,directo,Quito,vigente
POL-01838,ASEG-008484,vehiculos,2019-10-05,2021-01-03,164.73,4118.18,205.91,broker,Guayaquil,vencida
POL-01839,ASEG-011969,hogar,2018-08-20,2020-03-12,1757.11,43927.74,2196.39,digital,Manta,suspendida
POL-01840,ASEG-005309,vehiculos,2019-10-15,2021-07-03,2481.61,62040.16,3102.01,agencia,Guayaquil,mora
